,person_id,country,intensifier,predicate,response,rt,has intensifier?,difference,Z-Score,std,Z-Score Difference,scenario_type,scenario_country
45,5bf495d37ea49f0001ba5c2c,US,quite,understandable,53,11483,no,,0.2412740266728969,35.0665619660089,,direct,direct US
46,5bf495d37ea49f0001ba5c2c,US,very,understandable,70,9225,yes,9.0,0.7295666997013789,35.0665619660089,0.2566547587050016,direct,direct US
47,5bf495d37ea49f0001ba5c2c,US,very,understandable,61,13491,no,,0.4710588139804178,35.0665619660089,,direct,direct US
48,5bf495d37ea49f0001ba5c2c,US,extremely,understandable,77,8939,yes,-2.0,0.9306283885954597,35.0665619660089,-0.05703439082333369,direct,direct US
49,5bf495d37ea49f0001ba5c2c,US,extremely,understandable,79,5098,no,,0.9880745854223398,35.0665619660089,,direct,direct US
50,5bf495d37ea49f0001ba5c2c,US,slightly,impressive,45,5527,yes,-50.0,0.011489239365376006,35.0665619660089,-1.4258597705833422,direct,direct US
51,5bf495d37ea49f0001ba5c2c,US,slightly,impressive,95,12268,no,,1.4476441600373817,35.0665619660089,,direct,direct US
52,5bf495d37ea49f0001ba5c2c,US,kind of,impressive,72,13068,yes,-21.0,0.7870128965282591,35.0665619660089,-0.5988611036450037,direct,direct US
53,5bf495d37ea49f0001ba5c2c,US,kind of,impressive,93,7715,no,,1.3901979632105015,35.0665619660089,,direct,direct US
54,5bf495d37ea49f0001ba5c2c,US,quite,impressive,100,8069,yes,0.0,1.5912596521045823,35.0665619660089,0.0,direct,direct US
55,5bf495d37ea49f0001ba5c2c,US,quite,impressive,100,9708,no,,1.5912596521045823,35.0665619660089,,direct,direct US
56,5bf495d37ea49f0001ba5c2c,US,very,impressive,100,6003,yes,0.0,1.5912596521045823,35.0665619660089,0.0,direct,direct US
57,5bf495d37ea49f0001ba5c2c,US,very,impressive,100,6098,no,,1.5912596521045823,35.0665619660089,,direct,direct US
58,5bf495d37ea49f0001ba5c2c,US,extremely,impressive,100,7162,yes,0.0,1.5912596521045823,35.0665619660089,0.0,direct,direct US
59,5bf495d37ea49f0001ba5c2c,US,extremely,impressive,100,9788,no,,1.5912596521045823,35.0665619660089,,direct,direct US
60,5bf495d37ea49f0001ba5c2c,US,slightly,helpful,46,12738,yes,-41.0,0.04021233777881612,35.0665619660089,-1.1692050118783406,direct,direct US
61,5bf495d37ea49f0001ba5c2c,US,slightly,helpful,87,7346,no,,1.2178593727298608,35.0665619660089,,direct,direct US
62,5bf495d37ea49f0001ba5c2c,US,kind of,helpful,49,9275,yes,-32.0,0.12638163301913646,35.0665619660089,-0.912550253173339,direct,direct US
63,5bf495d37ea49f0001ba5c2c,US,kind of,helpful,81,13164,no,,1.04552078224922,35.0665619660089,,direct,direct US
64,5bf495d37ea49f0001ba5c2c,US,quite,helpful,95,6227,yes,6.0,1.4476441600373817,35.0665619660089,0.17110317247000106,direct,direct US
65,5bf495d37ea49f0001ba5c2c,US,quite,helpful,89,8700,no,,1.275305569556741,35.0665619660089,,direct,direct US
66,5bf495d37ea49f0001ba5c2c,US,very,helpful,97,5473,yes,12.0,1.505090356864262,35.0665619660089,0.3422063449400021,direct,direct US
67,5bf495d37ea49f0001ba5c2c,US,very,helpful,85,4315,no,,1.1604131759029805,35.0665619660089,,direct,direct US
68,5bf495d37ea49f0001ba5c2c,US,extremely,helpful,97,7234,yes,46.0,1.505090356864262,35.0665619660089,1.3117909889366748,direct,direct US
69,5bf495d37ea49f0001ba5c2c,US,extremely,helpful,51,7858,no,,0.1838278298460167,35.0665619660089,,direct,direct US
70,5c830a66d6a4d0000164097d,US,slightly,exhausted,100,14188,yes,1.0,0.5513838946521245,38.64803488424837,0.025874536777743547,direct,direct US
71,5c830a66d6a4d0000164097d,US,slightly,exhausted,99,19374,no,,0.5253225356881484,38.64803488424837,,direct,direct US
72,5c830a66d6a4d0000164097d,US,kind of,exhausted,100,10030,yes,1.0,0.5513838946521245,38.64803488424837,0.025874536777743547,direct,direct US
73,5c830a66d6a4d0000164097d,US,kind of,exhausted,99,9143,no,,0.5253225356881484,38.64803488424837,,direct,direct US
74,5c830a66d6a4d0000164097d,US,quite,exhausted,99,7710,yes,4.0,0.5253225356881484,38.64803488424837,0.10349814711097419,direct,direct US
75,5c830a66d6a4d0000164097d,US,quite,exhausted,95,11600,no,,0.4210770998322436,38.64803488424837,,direct,direct US
76,5c830a66d6a4d0000164097d,US,very,exhausted,91,11389,yes,-8.0,0.31683166397633894,38.64803488424837,-0.20699629422194837,direct,direct US
77,5c830a66d6a4d0000164097d,US,very,exhausted,99,16711,no,,0.5253225356881484,38.64803488424837,,direct,direct US
78,5c830a66d6a4d0000164097d,US,extremely,exhausted,100,11854,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
79,5c830a66d6a4d0000164097d,US,extremely,exhausted,100,18598,no,,0.5513838946521245,38.64803488424837,,direct,direct US
80,5c830a66d6a4d0000164097d,US,slightly,boring,26,15399,yes,26.0,-1.3771566686821124,38.64803488424837,0.6727379562213323,direct,direct US
81,5c830a66d6a4d0000164097d,US,slightly,boring,0,12813,no,,-2.0547520017454928,38.64803488424837,,direct,direct US
82,5c830a66d6a4d0000164097d,US,kind of,boring,1,7213,yes,1.0,-2.0286906427815166,38.64803488424837,0.025874536777743547,direct,direct US
83,5c830a66d6a4d0000164097d,US,kind of,boring,0,10288,no,,-2.0547520017454928,38.64803488424837,,direct,direct US
84,5c830a66d6a4d0000164097d,US,quite,boring,1,20975,yes,0.0,-2.0286906427815166,38.64803488424837,0.0,direct,direct US
85,5c830a66d6a4d0000164097d,US,quite,boring,1,7638,no,,-2.0286906427815166,38.64803488424837,,direct,direct US
86,5c830a66d6a4d0000164097d,US,very,boring,1,19752,yes,0.0,-2.0286906427815166,38.64803488424837,0.0,direct,direct US
87,5c830a66d6a4d0000164097d,US,very,boring,1,11893,no,,-2.0286906427815166,38.64803488424837,,direct,direct US
88,5c830a66d6a4d0000164097d,US,extremely,boring,1,20239,yes,0.0,-2.0286906427815166,38.64803488424837,0.0,direct,direct US
89,5c830a66d6a4d0000164097d,US,extremely,boring,1,12119,no,,-2.0286906427815166,38.64803488424837,,direct,direct US
