"X","person_id","country","modifier","predicate","response","rt","has.intensifier.","difference","Z.Score","std","interpretation_difference","scenario_type","scenario_country","experiment","narrator_interpretation","politeness_difference","scenario"
886,"65c345d3a0adaf7cbf1e48a8","UK","kind of","exhausted",66,10219,"yes",-18,-0.460566427850632,18.9465944595711,-0.950038807153918,"dialogue","dialogue UK","Interpretation",-0.512087892026135,0.101450669660746,"kind of.exhausted"
888,"65c345d3a0adaf7cbf1e48a8","UK","quite","exhausted",61,23128,"yes",-19,-0.72642820284081,18.9465944595711,-1.00281874088469,"dialogue","dialogue UK","Interpretation",-0.163517707828615,0.223867929640457,"quite.exhausted"
890,"65c345d3a0adaf7cbf1e48a8","UK","very","exhausted",96,10408,"yes",21,1.13460422209044,18.9465944595711,1.10837860834624,"dialogue","dialogue UK","Interpretation",0.258344385926343,-0.0601668175494281,"very.exhausted"
892,"65c345d3a0adaf7cbf1e48a8","UK","extremely","exhausted",92,21095,"yes",10,0.921914802098294,18.9465944595711,0.527799337307732,"dialogue","dialogue UK","Interpretation",0.638376173212379,0.0106194156671901,"extremely.exhausted"
894,"65c345d3a0adaf7cbf1e48a8","UK","slightly","boring",36,12674,"yes",-55,-2.0557370777917,18.9465944595711,-2.90289635519253,"dialogue","dialogue UK","Interpretation",-0.572979748093398,0.114528144314791,"slightly.boring"
896,"65c345d3a0adaf7cbf1e48a8","UK","kind of","boring",15,18635,"yes",-23,-3.17235653275045,18.9465944595711,-1.21393847580778,"dialogue","dialogue UK","Interpretation",-0.461115227485241,0.165042701013924,"kind of.boring"
898,"65c345d3a0adaf7cbf1e48a8","UK","quite","boring",26,12520,"yes",-59,-2.58746062777206,18.9465944595711,-3.11401609011562,"dialogue","dialogue UK","Interpretation",-0.320037827657687,0.0728544958628986,"quite.boring"
902,"65c345d3a0adaf7cbf1e48a8","UK","extremely","boring",100,13934,"yes",8,1.34729364208258,18.9465944595711,0.422239469846186,"dialogue","dialogue UK","Interpretation",0.259362004037159,-0.253664954814715,"extremely.boring"
904,"65c345d3a0adaf7cbf1e48a8","UK","slightly","difficult",37,12827,"yes",-33,-2.00256472279366,18.9465944595711,-1.74173781311552,"dialogue","dialogue UK","Interpretation",-1.11043063041395,-0.0541095115076817,"slightly.difficult"
906,"65c345d3a0adaf7cbf1e48a8","UK","kind of","difficult",73,13907,"yes",-17,-0.0883599428643824,18.9465944595711,-0.897258873423144,"dialogue","dialogue UK","Interpretation",-0.66331950674293,-0.0190496564670449,"kind of.difficult"
908,"65c345d3a0adaf7cbf1e48a8","UK","quite","difficult",75,6714,"yes",-7,0.0179847671316888,18.9465944595711,-0.369459536115412,"dialogue","dialogue UK","Interpretation",0.0651095129067597,-0.172559700071688,"quite.difficult"
910,"65c345d3a0adaf7cbf1e48a8","UK","very","difficult",92,7134,"yes",11,0.921914802098294,18.9465944595711,0.580579271038505,"dialogue","dialogue UK","Interpretation",0.407178310844801,0.153105808872414,"very.difficult"
912,"65c345d3a0adaf7cbf1e48a8","UK","extremely","difficult",100,14628,"yes",37,1.34729364208258,18.9465944595711,1.95285754803861,"dialogue","dialogue UK","Interpretation",0.178372621570954,0.154312168757275,"extremely.difficult"
914,"65c345d3a0adaf7cbf1e48a8","UK","slightly","concerned",45,13338,"yes",-14,-1.57718588280938,18.9465944595711,-0.738919072230825,"dialogue","dialogue UK","Interpretation",-0.789576338914733,-0.260449371135883,"slightly.concerned"
916,"65c345d3a0adaf7cbf1e48a8","UK","kind of","concerned",62,5633,"yes",-23,-0.673255847842774,18.9465944595711,-1.21393847580778,"dialogue","dialogue UK","Interpretation",-0.231159950163022,-0.130212109765489,"kind of.concerned"
918,"65c345d3a0adaf7cbf1e48a8","UK","quite","concerned",77,9419,"yes",-12,0.12432947712776,18.9465944595711,-0.633359204769278,"dialogue","dialogue UK","Interpretation",-0.0661516473662685,-0.0585304926043967,"quite.concerned"
920,"65c345d3a0adaf7cbf1e48a8","UK","very","concerned",88,8648,"yes",10,0.709225382106152,18.9465944595711,0.527799337307732,"dialogue","dialogue UK","Interpretation",0.375364220070372,-0.0510295066977746,"very.concerned"
922,"65c345d3a0adaf7cbf1e48a8","UK","extremely","concerned",100,8353,"yes",15,1.34729364208258,18.9465944595711,0.791699005961598,"dialogue","dialogue UK","Interpretation",0.771197094637613,-0.0247364241929674,"extremely.concerned"
924,"65c345d3a0adaf7cbf1e48a8","UK","slightly","understandable",58,8358,"yes",-24,-0.885945267834916,18.9465944595711,-1.26671840953856,"dialogue","dialogue UK","Interpretation",-1.19116283191497,-0.774513754631245,"slightly.understandable"
926,"65c345d3a0adaf7cbf1e48a8","UK","kind of","understandable",59,17705,"yes",-19,-0.832772912836881,18.9465944595711,-1.00281874088469,"dialogue","dialogue UK","Interpretation",-0.6429981855242,-0.307689222019862,"kind of.understandable"
928,"65c345d3a0adaf7cbf1e48a8","UK","quite","understandable",82,12340,"yes",27,0.390191252117938,18.9465944595711,1.42505821073088,"dialogue","dialogue UK","Interpretation",-0.13868387298639,0.0417930043939385,"quite.understandable"
930,"65c345d3a0adaf7cbf1e48a8","UK","very","understandable",94,14917,"yes",30,1.02825951209437,18.9465944595711,1.5833980119232,"dialogue","dialogue UK","Interpretation",0.353711947873105,0.2916656884772,"very.understandable"
932,"65c345d3a0adaf7cbf1e48a8","UK","extremely","understandable",95,11511,"yes",27,1.0814318670924,18.9465944595711,1.42505821073088,"dialogue","dialogue UK","Interpretation",-0.249980781474123,0.085669460194483,"extremely.understandable"
934,"65c345d3a0adaf7cbf1e48a8","UK","slightly","impressive",68,14497,"yes",-11,-0.35422171785456,18.9465944595711,-0.580579271038505,"dialogue","dialogue UK","Interpretation",-1.4544404816375,-1.56366638547446,"slightly.impressive"
936,"65c345d3a0adaf7cbf1e48a8","UK","quite","impressive",85,7557,"yes",-1,0.549708317112045,18.9465944595711,-0.0527799337307732,"dialogue","dialogue UK","Interpretation",-0.511129921715707,-0.130682671287921,"quite.impressive"
938,"65c345d3a0adaf7cbf1e48a8","UK","very","impressive",96,9248,"yes",21,1.13460422209044,18.9465944595711,1.10837860834624,"dialogue","dialogue UK","Interpretation",0.373426271352985,-0.201176784795132,"very.impressive"
940,"65c345d3a0adaf7cbf1e48a8","UK","extremely","impressive",99,8361,"yes",21,1.29412128708454,18.9465944595711,1.10837860834624,"dialogue","dialogue UK","Interpretation",0.163015644725025,-0.0453790307302367,"extremely.impressive"
942,"65c345d3a0adaf7cbf1e48a8","UK","slightly","helpful",62,7543,"yes",-19,-0.673255847842774,18.9465944595711,-1.00281874088469,"dialogue","dialogue UK","Interpretation",-1.0517824154647,-1.49598825271756,"slightly.helpful"
944,"65c345d3a0adaf7cbf1e48a8","UK","kind of","helpful",39,11174,"yes",-39,-1.89622001279759,18.9465944595711,-2.05841741550016,"dialogue","dialogue UK","Interpretation",-0.210374908886486,-1.18799707336544,"kind of.helpful"
946,"65c345d3a0adaf7cbf1e48a8","UK","quite","helpful",74,8298,"yes",-4,-0.0351875878663468,18.9465944595711,-0.211119734923093,"dialogue","dialogue UK","Interpretation",-0.657102376786836,-0.495387873725382,"quite.helpful"
948,"65c345d3a0adaf7cbf1e48a8","UK","very","helpful",94,7470,"yes",44,1.02825951209437,18.9465944595711,2.32231708415402,"dialogue","dialogue UK","Interpretation",0.361839691824503,0.228539803487331,"very.helpful"
950,"65c345d3a0adaf7cbf1e48a8","UK","extremely","helpful",90,8104,"yes",21,0.815570092102223,18.9465944595711,1.10837860834624,"dialogue","dialogue UK","Interpretation",1.01260422450963,0.366719544187192,"extremely.helpful"
952,"65fb2cf84e265ee0a8633687","UK","slightly","exhausted",90,31157,"yes",-10,0.0758587555442266,23.2407099077228,-0.430279455305151,"dialogue","dialogue UK","Interpretation",-0.834075707208826,0.0158248087704549,"slightly.exhausted"
954,"65fb2cf84e265ee0a8633687","UK","kind of","exhausted",93,22069,"yes",1,0.205902336477187,23.2407099077228,0.0430279455305151,"dialogue","dialogue UK","Interpretation",-0.512087892026135,0.101450669660746,"kind of.exhausted"
956,"65fb2cf84e265ee0a8633687","UK","quite","exhausted",98,13517,"yes",6,0.42264163803212,23.2407099077228,0.258167673183091,"dialogue","dialogue UK","Interpretation",-0.163517707828615,0.223867929640457,"quite.exhausted"
958,"65fb2cf84e265ee0a8633687","UK","very","exhausted",100,25893,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",0.258344385926343,-0.0601668175494281,"very.exhausted"
960,"65fb2cf84e265ee0a8633687","UK","extremely","exhausted",0,37005,"yes",-4,-3.82544867244457,23.2407099077228,-0.17211178212206,"dialogue","dialogue UK","Interpretation",0.638376173212379,0.0106194156671901,"extremely.exhausted"
962,"65fb2cf84e265ee0a8633687","UK","slightly","boring",91,18838,"yes",5,0.119206615855213,23.2407099077228,0.215139727652576,"dialogue","dialogue UK","Interpretation",-0.572979748093398,0.114528144314791,"slightly.boring"
964,"65fb2cf84e265ee0a8633687","UK","kind of","boring",88,21349,"yes",-5,-0.0108369650777467,23.2407099077228,-0.215139727652576,"dialogue","dialogue UK","Interpretation",-0.461115227485241,0.165042701013924,"kind of.boring"
966,"65fb2cf84e265ee0a8633687","UK","quite","boring",99,23798,"yes",3,0.465989498343106,23.2407099077228,0.129083836591545,"dialogue","dialogue UK","Interpretation",-0.320037827657687,0.0728544958628986,"quite.boring"
970,"65fb2cf84e265ee0a8633687","UK","extremely","boring",92,16149,"yes",13,0.1625544761662,23.2407099077228,0.559363291896696,"dialogue","dialogue UK","Interpretation",0.259362004037159,-0.253664954814715,"extremely.boring"
972,"65fb2cf84e265ee0a8633687","UK","slightly","difficult",74,32972,"yes",-14,-0.61770700943156,23.2407099077228,-0.602391237427211,"dialogue","dialogue UK","Interpretation",-1.11043063041395,-0.0541095115076817,"slightly.difficult"
974,"65fb2cf84e265ee0a8633687","UK","kind of","difficult",91,16861,"yes",13,0.119206615855213,23.2407099077228,0.559363291896696,"dialogue","dialogue UK","Interpretation",-0.66331950674293,-0.0190496564670449,"kind of.difficult"
976,"65fb2cf84e265ee0a8633687","UK","quite","difficult",81,39046,"yes",-19,-0.314271987254653,23.2407099077228,-0.817530965079787,"dialogue","dialogue UK","Interpretation",0.0651095129067597,-0.172559700071688,"quite.difficult"
978,"65fb2cf84e265ee0a8633687","UK","very","difficult",100,20165,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",0.407178310844801,0.153105808872414,"very.difficult"
980,"65fb2cf84e265ee0a8633687","UK","extremely","difficult",90,19693,"yes",-1,0.0758587555442266,23.2407099077228,-0.0430279455305151,"dialogue","dialogue UK","Interpretation",0.178372621570954,0.154312168757275,"extremely.difficult"
982,"65fb2cf84e265ee0a8633687","UK","slightly","concerned",98,16022,"yes",-2,0.42264163803212,23.2407099077228,-0.0860558910610302,"dialogue","dialogue UK","Interpretation",-0.789576338914733,-0.260449371135883,"slightly.concerned"
984,"65fb2cf84e265ee0a8633687","UK","kind of","concerned",100,17309,"yes",10,0.509337358654093,23.2407099077228,0.430279455305151,"dialogue","dialogue UK","Interpretation",-0.231159950163022,-0.130212109765489,"kind of.concerned"
986,"65fb2cf84e265ee0a8633687","UK","quite","concerned",100,14917,"yes",10,0.509337358654093,23.2407099077228,0.430279455305151,"dialogue","dialogue UK","Interpretation",-0.0661516473662685,-0.0585304926043967,"quite.concerned"
988,"65fb2cf84e265ee0a8633687","UK","very","concerned",93,14613,"yes",1,0.205902336477187,23.2407099077228,0.0430279455305151,"dialogue","dialogue UK","Interpretation",0.375364220070372,-0.0510295066977746,"very.concerned"
990,"65fb2cf84e265ee0a8633687","UK","extremely","concerned",85,18510,"yes",2,-0.140880546010707,23.2407099077228,0.0860558910610302,"dialogue","dialogue UK","Interpretation",0.771197094637613,-0.0247364241929674,"extremely.concerned"
992,"65fb2cf84e265ee0a8633687","UK","slightly","understandable",100,18964,"yes",1,0.509337358654093,23.2407099077228,0.0430279455305151,"dialogue","dialogue UK","Interpretation",-1.19116283191497,-0.774513754631245,"slightly.understandable"
994,"65fb2cf84e265ee0a8633687","UK","kind of","understandable",100,21564,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",-0.6429981855242,-0.307689222019862,"kind of.understandable"
996,"65fb2cf84e265ee0a8633687","UK","quite","understandable",94,15252,"yes",2,0.249250196788173,23.2407099077228,0.0860558910610302,"dialogue","dialogue UK","Interpretation",-0.13868387298639,0.0417930043939385,"quite.understandable"
998,"65fb2cf84e265ee0a8633687","UK","very","understandable",100,22830,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",0.353711947873105,0.2916656884772,"very.understandable"
1000,"65fb2cf84e265ee0a8633687","UK","extremely","understandable",100,12092,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",-0.249980781474123,0.085669460194483,"extremely.understandable"
1002,"65fb2cf84e265ee0a8633687","UK","slightly","impressive",80,21269,"yes",-13,-0.35761984756564,23.2407099077228,-0.559363291896696,"dialogue","dialogue UK","Interpretation",-1.4544404816375,-1.56366638547446,"slightly.impressive"
1004,"65fb2cf84e265ee0a8633687","UK","quite","impressive",100,15213,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",-0.511129921715707,-0.130682671287921,"quite.impressive"
1006,"65fb2cf84e265ee0a8633687","UK","very","impressive",100,15573,"yes",1,0.509337358654093,23.2407099077228,0.0430279455305151,"dialogue","dialogue UK","Interpretation",0.373426271352985,-0.201176784795132,"very.impressive"
1008,"65fb2cf84e265ee0a8633687","UK","extremely","impressive",100,31798,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",0.163015644725025,-0.0453790307302367,"extremely.impressive"
1010,"65fb2cf84e265ee0a8633687","UK","slightly","helpful",66,33045,"yes",-34,-0.964489891919453,23.2407099077228,-1.46295014803751,"dialogue","dialogue UK","Interpretation",-1.0517824154647,-1.49598825271756,"slightly.helpful"
1012,"65fb2cf84e265ee0a8633687","UK","kind of","helpful",100,17949,"yes",0,0.509337358654093,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",-0.210374908886486,-1.18799707336544,"kind of.helpful"
1014,"65fb2cf84e265ee0a8633687","UK","quite","helpful",0,16541,"yes",0,-3.82544867244457,23.2407099077228,0,"dialogue","dialogue UK","Interpretation",-0.657102376786836,-0.495387873725382,"quite.helpful"
1016,"65fb2cf84e265ee0a8633687","UK","very","helpful",97,14253,"yes",-3,0.379293777721133,23.2407099077228,-0.129083836591545,"dialogue","dialogue UK","Interpretation",0.361839691824503,0.228539803487331,"very.helpful"
1018,"65fb2cf84e265ee0a8633687","UK","extremely","helpful",100,14838,"yes",7,0.509337358654093,23.2407099077228,0.301195618713606,"dialogue","dialogue UK","Interpretation",1.01260422450963,0.366719544187192,"extremely.helpful"
1020,"66609981d9377b7188fce403","UK","slightly","exhausted",69,7211,"yes",-27,-0.496128600883812,11.6460455745349,-2.31838350856516,"dialogue","dialogue UK","Interpretation",-0.834075707208826,0.0158248087704549,"slightly.exhausted"
1022,"66609981d9377b7188fce403","UK","kind of","exhausted",73,6079,"yes",10,-0.150110704882794,11.6460455745349,0.858660558727838,"dialogue","dialogue UK","Interpretation",-0.512087892026135,0.101450669660746,"kind of.exhausted"
1024,"66609981d9377b7188fce403","UK","quite","exhausted",91,7997,"yes",22,1.40696982712178,11.6460455745349,1.88905322920124,"dialogue","dialogue UK","Interpretation",-0.163517707828615,0.223867929640457,"quite.exhausted"
1026,"66609981d9377b7188fce403","UK","very","exhausted",74,3545,"yes",-20,-0.0636062308825399,11.6460455745349,-1.71732111745568,"dialogue","dialogue UK","Interpretation",0.258344385926343,-0.0601668175494281,"very.exhausted"
1028,"66609981d9377b7188fce403","UK","extremely","exhausted",68,3561,"yes",7,-0.582633074884066,11.6460455745349,0.601062391109486,"dialogue","dialogue UK","Interpretation",0.638376173212379,0.0106194156671901,"extremely.exhausted"
1030,"66609981d9377b7188fce403","UK","slightly","boring",75,5378,"yes",-8,0.0228982431177145,11.6460455745349,-0.68692844698227,"dialogue","dialogue UK","Interpretation",-0.572979748093398,0.114528144314791,"slightly.boring"
1032,"66609981d9377b7188fce403","UK","kind of","boring",86,9128,"yes",19,0.974447457120512,11.6460455745349,1.63145506158289,"dialogue","dialogue UK","Interpretation",-0.461115227485241,0.165042701013924,"kind of.boring"
1034,"66609981d9377b7188fce403","UK","quite","boring",73,15310,"yes",-9,-0.150110704882794,11.6460455745349,-0.772794502855054,"dialogue","dialogue UK","Interpretation",-0.320037827657687,0.0728544958628986,"quite.boring"
1038,"66609981d9377b7188fce403","UK","extremely","boring",77,4579,"yes",-8,0.195907191118223,11.6460455745349,-0.68692844698227,"dialogue","dialogue UK","Interpretation",0.259362004037159,-0.253664954814715,"extremely.boring"
1040,"66609981d9377b7188fce403","UK","slightly","difficult",83,3761,"yes",12,0.714934035119749,11.6460455745349,1.03039267047341,"dialogue","dialogue UK","Interpretation",-1.11043063041395,-0.0541095115076817,"slightly.difficult"
1042,"66609981d9377b7188fce403","UK","kind of","difficult",95,5628,"yes",32,1.7529877231228,11.6460455745349,2.74771378792908,"dialogue","dialogue UK","Interpretation",-0.66331950674293,-0.0190496564670449,"kind of.difficult"
1044,"66609981d9377b7188fce403","UK","quite","difficult",67,5145,"yes",0,-0.66913754888432,11.6460455745349,0,"dialogue","dialogue UK","Interpretation",0.0651095129067597,-0.172559700071688,"quite.difficult"
1046,"66609981d9377b7188fce403","UK","very","difficult",86,4447,"yes",10,0.974447457120512,11.6460455745349,0.858660558727838,"dialogue","dialogue UK","Interpretation",0.407178310844801,0.153105808872414,"very.difficult"
1048,"66609981d9377b7188fce403","UK","extremely","difficult",91,6079,"yes",12,1.40696982712178,11.6460455745349,1.03039267047341,"dialogue","dialogue UK","Interpretation",0.178372621570954,0.154312168757275,"extremely.difficult"
1050,"66609981d9377b7188fce403","UK","slightly","concerned",64,7212,"yes",-18,-0.928650970885083,11.6460455745349,-1.54558900571011,"dialogue","dialogue UK","Interpretation",-0.789576338914733,-0.260449371135883,"slightly.concerned"
1052,"66609981d9377b7188fce403","UK","kind of","concerned",72,3128,"yes",6,-0.236615178883049,11.6460455745349,0.515196335236703,"dialogue","dialogue UK","Interpretation",-0.231159950163022,-0.130212109765489,"kind of.concerned"
1054,"66609981d9377b7188fce403","UK","quite","concerned",87,3978,"yes",16,1.06095193112077,11.6460455745349,1.37385689396454,"dialogue","dialogue UK","Interpretation",-0.0661516473662685,-0.0585304926043967,"quite.concerned"
1056,"66609981d9377b7188fce403","UK","very","concerned",69,4645,"yes",-8,-0.496128600883812,11.6460455745349,-0.68692844698227,"dialogue","dialogue UK","Interpretation",0.375364220070372,-0.0510295066977746,"very.concerned"
1058,"66609981d9377b7188fce403","UK","extremely","concerned",98,5712,"yes",13,2.01250114512356,11.6460455745349,1.11625872634619,"dialogue","dialogue UK","Interpretation",0.771197094637613,-0.0247364241929674,"extremely.concerned"
1060,"66609981d9377b7188fce403","UK","slightly","understandable",33,6946,"yes",-34,-3.61028966489297,11.6460455745349,-2.91944589967465,"dialogue","dialogue UK","Interpretation",-1.19116283191497,-0.774513754631245,"slightly.understandable"
1062,"66609981d9377b7188fce403","UK","kind of","understandable",80,7813,"yes",7,0.455420613118986,11.6460455745349,0.601062391109486,"dialogue","dialogue UK","Interpretation",-0.6429981855242,-0.307689222019862,"kind of.understandable"
1064,"66609981d9377b7188fce403","UK","quite","understandable",78,3996,"yes",15,0.282411665118477,11.6460455745349,1.28799083809176,"dialogue","dialogue UK","Interpretation",-0.13868387298639,0.0417930043939385,"quite.understandable"
1066,"66609981d9377b7188fce403","UK","very","understandable",74,9212,"yes",11,-0.0636062308825399,11.6460455745349,0.944526614600621,"dialogue","dialogue UK","Interpretation",0.353711947873105,0.2916656884772,"very.understandable"
1068,"66609981d9377b7188fce403","UK","extremely","understandable",85,3711,"yes",-2,0.887942983120258,11.6460455745349,-0.171732111745568,"dialogue","dialogue UK","Interpretation",-0.249980781474123,0.085669460194483,"extremely.understandable"
1070,"66609981d9377b7188fce403","UK","slightly","impressive",54,3310,"yes",-24,-1.79369571088763,11.6460455745349,-2.06078534094681,"dialogue","dialogue UK","Interpretation",-1.4544404816375,-1.56366638547446,"slightly.impressive"
1072,"66609981d9377b7188fce403","UK","quite","impressive",85,3287,"yes",9,0.887942983120258,11.6460455745349,0.772794502855054,"dialogue","dialogue UK","Interpretation",-0.511129921715707,-0.130682671287921,"quite.impressive"
1074,"66609981d9377b7188fce403","UK","very","impressive",68,4981,"yes",-14,-0.582633074884066,11.6460455745349,-1.20212478221897,"dialogue","dialogue UK","Interpretation",0.373426271352985,-0.201176784795132,"very.impressive"
1076,"66609981d9377b7188fce403","UK","extremely","impressive",76,7080,"yes",-10,0.109402717117969,11.6460455745349,-0.858660558727838,"dialogue","dialogue UK","Interpretation",0.163015644725025,-0.0453790307302367,"extremely.impressive"
1078,"66609981d9377b7188fce403","UK","slightly","helpful",55,3996,"yes",-10,-1.70719123688737,11.6460455745349,-0.858660558727838,"dialogue","dialogue UK","Interpretation",-1.0517824154647,-1.49598825271756,"slightly.helpful"
1080,"66609981d9377b7188fce403","UK","kind of","helpful",66,3831,"yes",2,-0.755642022884575,11.6460455745349,0.171732111745568,"dialogue","dialogue UK","Interpretation",-0.210374908886486,-1.18799707336544,"kind of.helpful"
1082,"66609981d9377b7188fce403","UK","quite","helpful",62,7010,"yes",-17,-1.10165991888559,11.6460455745349,-1.45972294983732,"dialogue","dialogue UK","Interpretation",-0.657102376786836,-0.495387873725382,"quite.helpful"
1084,"66609981d9377b7188fce403","UK","very","helpful",69,8229,"yes",9,-0.496128600883812,11.6460455745349,0.772794502855054,"dialogue","dialogue UK","Interpretation",0.361839691824503,0.228539803487331,"very.helpful"
1086,"66609981d9377b7188fce403","UK","extremely","helpful",94,7562,"yes",29,1.66648324912255,11.6460455745349,2.49011562031073,"dialogue","dialogue UK","Interpretation",1.01260422450963,0.366719544187192,"extremely.helpful"
1088,"669936af69c4fdb41e93d293","UK","slightly","exhausted",13,9184,"yes",-54,-1.70395959896409,26.9097400371581,-2.00670834892625,"dialogue","dialogue UK","Interpretation",-0.834075707208826,0.0158248087704549,"slightly.exhausted"
1090,"669936af69c4fdb41e93d293","UK","kind of","exhausted",24,14397,"yes",-41,-1.2921464228655,26.9097400371581,-1.52361189455511,"dialogue","dialogue UK","Interpretation",-0.512087892026135,0.101450669660746,"kind of.exhausted"
1092,"669936af69c4fdb41e93d293","UK","quite","exhausted",14,6597,"yes",-64,-1.66652203750058,26.9097400371581,-2.37832100613481,"dialogue","dialogue UK","Interpretation",-0.163517707828615,0.223867929640457,"quite.exhausted"
1094,"669936af69c4fdb41e93d293","UK","very","exhausted",72,7759,"yes",-10,0.504856527382897,26.9097400371581,-0.371612657208564,"dialogue","dialogue UK","Interpretation",0.258344385926343,-0.0601668175494281,"very.exhausted"
1096,"669936af69c4fdb41e93d293","UK","extremely","exhausted",91,4224,"yes",17,1.21617019518955,26.9097400371581,0.63174151725456,"dialogue","dialogue UK","Interpretation",0.638376173212379,0.0106194156671901,"extremely.exhausted"
1098,"669936af69c4fdb41e93d293","UK","slightly","boring",15,5292,"yes",-26,-1.62908447603707,26.9097400371581,-0.966192908742268,"dialogue","dialogue UK","Interpretation",-0.572979748093398,0.114528144314791,"slightly.boring"
1100,"669936af69c4fdb41e93d293","UK","kind of","boring",40,12595,"yes",-32,-0.693145439449365,26.9097400371581,-1.18916050306741,"dialogue","dialogue UK","Interpretation",-0.461115227485241,0.165042701013924,"kind of.boring"
1102,"669936af69c4fdb41e93d293","UK","quite","boring",36,9046,"yes",-22,-0.842895685303397,26.9097400371581,-0.817547845858842,"dialogue","dialogue UK","Interpretation",-0.320037827657687,0.0728544958628986,"quite.boring"
1106,"669936af69c4fdb41e93d293","UK","extremely","boring",91,12657,"yes",31,1.21617019518955,26.9097400371581,1.15199923734655,"dialogue","dialogue UK","Interpretation",0.259362004037159,-0.253664954814715,"extremely.boring"
1108,"669936af69c4fdb41e93d293","UK","slightly","difficult",18,6438,"yes",-3,-1.51677179164654,26.9097400371581,-0.111483797162569,"dialogue","dialogue UK","Interpretation",-1.11043063041395,-0.0541095115076817,"slightly.difficult"
1110,"669936af69c4fdb41e93d293","UK","kind of","difficult",31,5097,"yes",-33,-1.03008349262094,26.9097400371581,-1.22632176878826,"dialogue","dialogue UK","Interpretation",-0.66331950674293,-0.0190496564670449,"kind of.difficult"
1112,"669936af69c4fdb41e93d293","UK","quite","difficult",32,12499,"yes",12,-0.99264593115743,26.9097400371581,0.445935188650277,"dialogue","dialogue UK","Interpretation",0.0651095129067597,-0.172559700071688,"quite.difficult"
1114,"669936af69c4fdb41e93d293","UK","very","difficult",93,9436,"yes",12,1.29104531811657,26.9097400371581,0.445935188650277,"dialogue","dialogue UK","Interpretation",0.407178310844801,0.153105808872414,"very.difficult"
1116,"669936af69c4fdb41e93d293","UK","extremely","difficult",94,5147,"yes",22,1.32848287958008,26.9097400371581,0.817547845858842,"dialogue","dialogue UK","Interpretation",0.178372621570954,0.154312168757275,"extremely.difficult"
1118,"669936af69c4fdb41e93d293","UK","slightly","concerned",29,5051,"yes",-38,-1.10495861554795,26.9097400371581,-1.41212809739254,"dialogue","dialogue UK","Interpretation",-0.789576338914733,-0.260449371135883,"slightly.concerned"
1120,"669936af69c4fdb41e93d293","UK","kind of","concerned",39,8267,"yes",0,-0.730583000912873,26.9097400371581,0,"dialogue","dialogue UK","Interpretation",-0.231159950163022,-0.130212109765489,"kind of.concerned"
1122,"669936af69c4fdb41e93d293","UK","quite","concerned",89,6084,"yes",7,1.14129507226254,26.9097400371581,0.260128860045995,"dialogue","dialogue UK","Interpretation",-0.0661516473662685,-0.0585304926043967,"quite.concerned"
1124,"669936af69c4fdb41e93d293","UK","very","concerned",89,6155,"yes",54,1.14129507226254,26.9097400371581,2.00670834892625,"dialogue","dialogue UK","Interpretation",0.375364220070372,-0.0510295066977746,"very.concerned"
1126,"669936af69c4fdb41e93d293","UK","extremely","concerned",93,5628,"yes",5,1.29104531811657,26.9097400371581,0.185806328604282,"dialogue","dialogue UK","Interpretation",0.771197094637613,-0.0247364241929674,"extremely.concerned"
1128,"669936af69c4fdb41e93d293","UK","slightly","understandable",23,10432,"yes",-57,-1.329583984329,26.9097400371581,-2.11819214608882,"dialogue","dialogue UK","Interpretation",-1.19116283191497,-0.774513754631245,"slightly.understandable"
1130,"669936af69c4fdb41e93d293","UK","kind of","understandable",38,8654,"yes",-45,-0.768020562376381,26.9097400371581,-1.67225695743854,"dialogue","dialogue UK","Interpretation",-0.6429981855242,-0.307689222019862,"kind of.understandable"
1132,"669936af69c4fdb41e93d293","UK","quite","understandable",28,9496,"yes",-40,-1.14239617701146,26.9097400371581,-1.48645062883426,"dialogue","dialogue UK","Interpretation",-0.13868387298639,0.0417930043939385,"quite.understandable"
1134,"669936af69c4fdb41e93d293","UK","very","understandable",81,8253,"yes",13,0.841794580554471,26.9097400371581,0.483096454371134,"dialogue","dialogue UK","Interpretation",0.353711947873105,0.2916656884772,"very.understandable"
1136,"669936af69c4fdb41e93d293","UK","extremely","understandable",90,4588,"yes",18,1.17873263372604,26.9097400371581,0.668902782975416,"dialogue","dialogue UK","Interpretation",-0.249980781474123,0.085669460194483,"extremely.understandable"
1138,"669936af69c4fdb41e93d293","UK","slightly","impressive",17,7115,"yes",-53,-1.55420935311005,26.9097400371581,-1.96954708320539,"dialogue","dialogue UK","Interpretation",-1.4544404816375,-1.56366638547446,"slightly.impressive"
